V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,id,intro,text1,Q1,Q3,text2,Q4,Q5,text3,Q9,Q10,Q11,Q12,Q13,Q14,text4,Q15,Q16,Q18,Q19,Q20,Q25,Q27,Q29,Q32,Q39,Q40,Q42,Q45,Q47,Q49,Q50,Q51,Q52,Q54,Q56,Q57,text5,Q58,Q59,Q60,Q61,Q62,Q65,Q66,Q67,Q68,Q69,Q72,Q73,LO1,LO2,LO3,LO4,LO5,L06,LO7,LO8,LO9,LO10,LO11,LR1,LR2,LR3,LR4,LR5,LR6,SB1,SB2,SB3,SB4,SB5,SB6,SB7,SB8,SB9,SB10,SB11,SB12,SB13,SB14,SB15,BF1,BF2,BF3,BF4,BF5,BF6,BF7,BF8,BF9,BF10,SA1,SA2,SA3,SA4,SA5,SA6,SA7,SA8,SOI1,SOI2,SOI3,SOI4,SOI5,SOI6,SOI7,SOI8,SOI9,ATOT1,ATOT2,ATOT3,ATOT4,ATOT5,ATOT6,ATOT7,ATOT8,ATOT9,ATOT10,Education,FamSES,Income,Age,Gender,Ethnicity,Kids_1,KidsHome_1,Map,US#1_1,US#1_2,US#1_3,US#1_4,US#1_5,US#1_6,US#1_7,US#1_8,US#1_9,US#1_10,US#1_11,US#1_12,US#1_13,US#1_14,US#1_15,US#1_16,US#1_17,US#1_18,US#1_19,US#1_20,US#1_21,US#1_22,US#1_23,US#1_24,US#1_25,US#1_26,US#1_27,US#1_28,US#1_29,US#1_30,US#1_31,US#1_32,US#1_33,US#1_34,US#1_35,US#1_36,US#1_37,US#1_38,US#1_39,US#1_40,US#1_41,US#1_42,US#1_43,US#1_44,US#1_45,US#1_46,US#1_47,US#1_48,US#1_49,US#1_50,Fav,FavPpl,FavActivity,Utah#1_1,Utah#1_2,Utah#1_3,Utah#1_4,Utah#1_5,Utah#1_6,Utah#1_7,Utah#1_8,Utah#1_9,Utah#1_10,Utah#1_11,Utah#1_12,Utah#1_13,Utah#1_14,Utah#1_15,Utah#1_16,Utah#1_17,Utah#1_18,Utah#1_19,Utah#1_20,Utah#1_21,Utah#1_22,Utah#1_23,Utah#1_24,Utah#1_25,Utah#1_26,Utah#1_27,Utah#1_28,Utah#1_29,Utah#1_30,Utah#1_31,Utah#1_32,Utah#1_33,Utah#1_34,Utah#1_35,Utah#1_36,Utah#1_37,Utah#1_38,Utah#1_39,Utah#1_40,Utah#1_41,LocationLatitude,LocationLongitude,LocationAccuracy
R_20UU3B3ZwBSrrwu,Default Response Set,Anonymous,,,155.97.95.187,0,11/21/2017 18:20,11/21/2017 18:31,1,Utah_233,1,1,1,3,1,3,1,1,1,1,5,5,1,4,1,3,4,4,4,3,4,3,3,4,2,1,3,2,4,4,4,3,3,4,3,2,1,2,2,3,2,3,3,4,2,2,2,2,2,3,4,4,2,3,2,3,3,4,3,4,4,3,4,3,3,4,4,3,3,5,5,2,4,2,4,4,4,2,4,3,3,4,2,5,2,4,6,5,3,7,5,2,2,2,2,2,2,3,3,1,1,1,3,4,6,2,2,1,4,4,3,3,4,3,3,2,4,2,5,5,1,22,1,2,0,0,1,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,At home,None,"Web surfing, gaming, resting",,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,40.7855072,-111.736702,-1
R_3OdZEitIYVjPLK8,Default Response Set,Anonymous,,,155.97.94.70,0,11/22/2017 8:07,11/22/2017 8:23,1,Utah_234,1,1,6,4,1,2,1,1,1,1,3,2,1,4,1,4,4,4,4,4,4,4,3,5,1,4,3,4,2,3,1,1,1,4,2,2,1,1,1,1,5,5,1,1,2,4,1,1,1,1,1,1,1,1,1,3,1,2,3,3,4,4,5,2,4,4,5,2,1,2,1,4,2,4,3,6,4,4,2,3,3,6,4,7,5,7,2,4,1,5,4,4,4,4,3,2,3,2,4,1,1,1,1,1,9,4,2,4,1,4,4,2,5,3,3,4,1,5,3,3,1,20,2,1,0,0,1,,,1,1,1,1,,,,,,,,,,1,,,1,1,,,,,,,1,1,,,,1,,,,1,,1,,,,,,1,,,,,,,The Beach,Family and Friends ,"Surf, lay out ",1,1,,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,,,,,1,,,,,1,1,1,1,,,,1,1,1,,1,40.7855072,-111.736702,-1
R_aaAJUd6elMAdKuZ,Default Response Set,Anonymous,,,204.99.174.131,0,11/22/2017 8:19,11/22/2017 8:37,1,Utah_236,1,1,4,4,1,3,2,1,1,1,3,3,1,4,1,5,3,5,3,4,3,4,3,4,4,2,4,4,2,1,4,1,1,2,2,5,1,1,1,4,5,2,1,2,2,2,2,2,1,3,2,1,1,2,2,3,1,3,4,3,5,5,5,2,5,5,3,4,4,2,3,3,3,5,4,6,5,5,6,2,5,4,2,6,4,6,5,6,2,5,2,3,3,2,4,1,2,5,2,1,1,1,5,3,6,1,2,2,4,2,1,3,6,4,3,3,3,2,3,5,2,19,2,3,0,0,1,,1,1,,1,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,1,,,1,,,1,"Seattle, Washington",Usually by myself and stay with family,"Explore the city, spend time with family",,,,,,,1,1,1,,,,1,1,1,1,1,1,,1,1,,1,,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,40.7855072,-111.736702,-1
R_1l5XDMz5Kf1Y4QK,Default Response Set,Anonymous,,,155.97.95.187,0,11/22/2017 8:49,11/22/2017 9:01,1,Utah_235,1,1,4,1,1,4,1,1,1,1,4,4,1,3,1,4,3,4,3,4,2,3,4,4,2,3,3,4,3,3,3,2,3,2,4,4,1,4,1,5,5,5,4,4,3,4,3,1,1,2,4,2,4,3,2,5,4,2,3,3,4,5,5,3,2,4,4,5,1,2,1,2,2,4,1,4,5,2,4,4,3,6,4,6,6,4,2,5,1,4,5,5,4,4,5,3,3,5,4,6,3,4,6,7,2,4,1,2,3,4,2,5,4,3,5,2,3,5,3,4,6,23,2,5,1,1,1,,,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,coffee shop,my sister,"drink coffee, and talk",,,,,,,1,1,,,,,1,,,1,1,1,1,1,1,,,,,,,,,1,,,1,1,,1,1,,,,,40.7855072,-111.736702,-1
R_2pWgHlItiZl7tmV,Default Response Set,Anonymous,,,204.99.174.131,0,11/22/2017 8:59,11/22/2017 9:14,1,Utah_237,1,1,5,3,1,5,2,1,1,1,3,2,1,4,1,5,5,2,4,5,5,2,5,4,1,5,4,4,4,1,2,1,2,1,1,5,1,1,1,4,5,5,4,1,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,5,5,4,4,4,2,1,2,2,2,2,7,1,3,1,6,6,2,7,2,6,3,6,7,1,7,6,6,1,7,1,4,4,2,2,4,4,4,4,1,1,1,1,1,9,2,1,1,2,2,2,5,2,4,5,6,2,5,3,4,1,22,2,4,0,0,1,,,1,,1,1,,,,,1,1,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,1,1,,1,,,1,,,1,Big Cottonwood Canyon,My boyfriend,Hike,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,,1,,1,1,1,1,1,1,1,40.7855072,-111.736702,-1
R_25N46638X3qR6jb,Default Response Set,Anonymous,,,155.97.94.70,0,11/27/2017 7:58,11/27/2017 8:12,1,Utah_238,1,1,3,4,1,6,2,1,1,2,3,3,1,4,1,4,5,4,4,4,3,3,3,2,3,4,5,5,2,2,5,3,2,2,1,5,1,1,1,5,4,5,1,1,1,2,3,4,1,2,2,2,3,3,1,5,1,2,4,4,5,5,3,4,5,4,2,7,5,3,1,6,5,4,4,3,4,5,6,3,5,7,5,5,5,7,4,6,2,5,3,3,3,2,4,1,3,5,4,2,1,1,1,1,9,1,1,3,2,4,2,2,1,3,4,4,2,6,3,6,1,19,2,3,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Lake Powell,My family,Boating,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.7855072,-111.736702,-1
R_Uikc5rUNHoxoaaJ,Default Response Set,Anonymous,,,155.97.95.187,0,11/27/2017 8:41,11/27/2017 9:05,1,Utah_239,1,1,3,2,1,2,1,1,1,1,3,3,1,3,1,5,4,3,2,4,4,4,3,2,1,2,2,2,4,3,4,4,4,4,4,2,1,1,2,4,5,4,4,2,1,3,1,1,1,2,2,1,1,2,1,2,2,1,4,4,5,5,4,2,5,5,4,3,3,3,2,3,4,4,3,7,5,2,5,6,3,2,2,7,5,4,7,6,2,6,2,4,4,3,5,3,2,4,2,2,1,1,1,1,9,1,1,1,4,4,2,2,3,6,4,5,2,4,3,3,1,21,2,4,0,0,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,Home,My boyfriend,"Watch tv, eat, spend time together",,,,,1,1,1,1,1,1,1,1,1,,,1,1,1,1,,,,,,,,,,,,1,1,1,,,,,1,1,1,1,40.7855072,-111.736702,-1
R_PUSDW0yCTKby6zv,Default Response Set,Anonymous,,,155.97.94.70,0,11/27/2017 9:42,11/27/2017 10:43,1,Utah_241,1,1,7,6,1,5,2,1,3,4,3,3,1,3,1,5,4,5,3,5,2,4,2,2,4,4,4,5,5,4,5,5,5,4,4,1,1,1,1,5,5,3,1,1,1,1,3,4,1,4,4,5,4,5,2,4,3,4,4,5,4,5,4,4,2,5,6,4,5,6,3,5,5,3,5,5,2,6,2,5,5,6,2,6,3,7,2,7,2,6,2,3,2,4,3,4,2,4,1,6,4,3,6,8,5,6,7,6,5,4,1,1,5,5,3,3,4,2,3,5,2,22,1,3,0,0,1,,1,1,,1,1,,,1,,,1,,,,1,,,1,,,,1,,,,,1,1,,1,,,,1,,1,,,,,,,1,,,1,,1,1,Outside ,Friends who also enjoy spending time outside,"climb, bike, hike",,1,1,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,40.7855072,-111.736702,-1
R_2rrbS7VnTWFAY3J,Default Response Set,Anonymous,,,155.97.95.187,0,11/27/2017 12:50,11/27/2017 13:09,1,Utah_240,1,1,4,3,1,3,1,1,1,1,3,2,1,3,1,3,4,4,2,2,4,4,4,2,3,4,2,2,2,1,1,1,2,2,3,4,1,4,5,1,3,1,4,3,2,2,1,1,1,3,2,2,2,2,1,4,1,1,3,2,4,5,4,4,4,4,1,3,2,1,2,2,1,5,2,7,7,6,7,2,5,2,2,3,2,5,5,6,6,6,5,2,4,3,2,3,3,2,3,2,1,1,3,3,7,3,2,2,4,2,4,2,3,3,4,3,2,3,3,6,1,43,2,3,4,3,1,,,1,,1,1,,,,,,1,,,,,,,,1,1,,,,,,,1,,,1,,1,,,1,1,,,1,,,1,1,,1,1,,,1,The beach,spouse/kids,relax,1,,1,,,,1,1,1,,1,,1,1,,1,1,1,1,1,1,,,,1,1,,,,1,1,,1,,1,1,1,1,1,,1,40.7855072,-111.736702,-1
R_3egKWgp0Fx3RXCR,Default Response Set,Anonymous,,,155.97.94.70,0,11/27/2017 17:18,11/27/2017 17:32,1,Utah_242,1,1,2,4,1,3,1,1,1,1,3,3,1,4,1,4,5,3,5,4,5,4,4,4,1,2,3,3,4,2,4,2,2,2,1,4,1,1,1,4,3,4,2,4,2,3,1,1,1,2,2,2,1,1,2,4,2,1,4,3,4,4,4,4,4,3,2,6,2,3,4,6,1,4,3,6,5,4,6,3,5,3,4,3,2,6,5,6,4,6,6,3,4,2,2,1,1,3,4,2,1,2,9,9,1,5,2,3,4,3,2,6,3,1,4,4,2,5,3,5,2,22,1,6,0,0,1,,1,1,,1,1,,,1,,,1,1,1,,,,,,,,,,,,1,,1,,,,,,1,,,1,,,,,,1,1,,,1,,,1,Home,Significant Other,"Homework, games",1,1,1,,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,40.7855072,-111.736702,-1
R_3n2xgv9P9DAYv4s,Default Response Set,Anonymous,,,155.97.95.187,0,11/27/2017 17:41,11/27/2017 17:56,1,Utah_243,1,1,4,6,1,2,2,1,1,1,3,1,1,5,1,4,3,4,5,4,3,5,3,5,5,1,4,4,2,1,2,1,1,2,1,5,1,1,4,5,4,5,1,1,1,4,4,1,2,1,2,2,1,2,2,3,2,1,2,2,5,4,5,5,2,5,2,7,1,1,3,7,2,5,3,7,7,1,7,3,1,5,4,3,7,5,2,7,7,2,6,4,4,3,4,4,4,5,3,6,7,3,6,2,3,5,4,4,1,4,4,5,6,2,4,5,4,6,4,2,1,28,2,3,0,0,1,,,1,1,1,1,,,,,,1,1,1,1,1,,1,1,,,1,,,,,,1,,,,,,,,1,,,,,,,1,1,,,,,,1,Austin Texas,My Family,"Swin, visit Family, go out to eat",1,1,1,1,1,,1,1,1,1,,1,1,,1,1,1,1,1,1,1,,1,,1,1,1,,,1,1,,1,,,,1,1,1,,1,40.7855072,-111.736702,-1
R_3nB3flhtE7WCZe4,Default Response Set,Anonymous,,,155.97.94.70,0,11/28/2017 7:58,11/28/2017 8:17,1,Utah_244,1,1,3,3,1,3,2,1,1,1,3,2,1,4,1,5,3,5,4,3,3,4,4,3,2,3,4,5,3,2,3,2,1,4,2,4,1,1,2,2,5,2,1,2,1,2,1,1,1,2,5,1,1,1,5,5,1,3,4,5,3,4,3,3,5,5,3,7,6,1,2,6,2,2,2,5,5,7,6,2,4,7,3,6,2,6,4,6,3,5,3,3,5,2,3,3,4,4,4,1,1,1,4,1,9,1,1,1,5,4,2,2,2,3,2,3,4,5,2,6,1,18,2,3,0,4,1,,1,1,,1,,,,1,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,1,,,,Alaska,my dad,fishing,,,1,,,1,1,1,,,,,1,,1,1,,1,1,,1,,,,1,1,1,,,1,1,,,,,,1,,1,,1,40.7855072,-111.736702,-1
R_7TGNsfSJiFNF4aZ,Default Response Set,Anonymous,,,155.97.95.187,0,11/28/2017 8:52,11/28/2017 9:09,1,Utah_245,1,1,5,2,1,2,1,1,1,1,5,5,1,3,1,3,2,4,2,4,4,1,1,2,3,1,3,2,4,3,3,4,4,4,4,2,1,1,1,3,3,4,4,3,1,4,3,1,1,5,5,4,3,4,1,4,1,3,3,4,4,1,4,1,1,5,3,2,5,4,6,1,4,4,5,5,6,5,6,7,4,1,3,6,5,5,7,2,2,6,3,2,4,1,1,4,2,1,4,1,1,1,5,3,6,1,1,4,3,4,1,2,4,4,4,1,1,4,3,4,2,23,1,3,0,0,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,1,,,,Library,By myself,Thinking/relaxing,,,,,,,,1,,1,,,1,,1,1,1,,,,,,,,,,,,,,,,1,,,1,1,1,,,,40.7855072,-111.736702,-1
R_1nZy6cjhhAWGCGF,Default Response Set,Anonymous,,,155.97.94.70,0,11/28/2017 9:51,11/28/2017 10:09,1,Utah_246,1,1,3,4,1,5,2,1,1,2,3,2,1,4,1,5,4,5,4,5,2,4,2,2,4,4,4,4,2,3,1,3,2,3,3,4,1,1,2,4,5,4,2,3,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,3,2,3,3,3,4,4,2,2,5,2,1,5,2,3,1,5,3,7,5,1,4,6,5,6,4,7,1,7,2,6,3,3,3,3,3,2,3,3,2,2,1,1,1,1,8,2,2,1,4,4,2,4,2,4,3,4,2,5,2,6,1,18,2,3,0,0,1,,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,1,1,,,1,,,1,Hawaii,Family,Go to the beach ,1,1,,,1,,,1,,1,,,1,,,1,1,1,1,1,,,,,,,,,,1,,,1,1,,1,1,1,1,,1,40.7855072,-111.736702,-1
R_2VpEr5zNOpBrhPb,Default Response Set,Anonymous,,,155.97.94.70,0,11/28/2017 15:37,11/28/2017 16:15,1,Utah_247,1,1,3,4,1,4,2,1,2,2,3,2,1,5,1,3,5,2,4,3,5,2,4,5,4,1,1,4,2,1,1,2,2,2,1,4,1,2,3,2,3,2,2,2,2,3,2,3,4,1,1,1,1,1,4,1,4,1,1,1,4,5,4,3,1,1,1,7,1,1,1,7,1,1,3,1,7,1,6,3,1,6,3,7,6,6,7,7,5,7,2,5,2,4,5,2,3,4,5,2,2,2,1,9,5,4,2,3,2,2,3,5,5,5,5,4,3,5,5,5,5,23,2,2,0,6,1,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,1,,1,,1,1,,,,,,,,,,,1,,1,1,,,,My room,Siblings,"Eat, Sleep, Homework",,,,1,1,,1,1,,,,,1,,1,,1,1,1,,,,,,,1,,,,1,1,,1,1,,,1,1,1,1,1,40.7855072,-111.736702,-1
R_2A0Yrf0LNNWZUtd,Default Response Set,Anonymous,,,155.97.94.70,0,11/28/2017 17:22,11/28/2017 17:48,1,Utah_248,1,1,4,4,1,4,2,1,2,2,3,2,1,3,1,5,4,4,4,1,3,1,2,1,4,5,1,2,2,4,5,4,4,4,5,2,1,1,1,5,4,5,1,1,1,2,3,1,1,5,1,1,3,4,1,4,3,4,5,2,4,2,5,1,1,5,4,2,1,6,6,5,3,5,5,6,5,3,3,3,3,5,6,7,2,6,2,4,2,6,3,2,3,2,3,2,1,4,4,4,2,4,8,6,4,2,3,2,6,4,1,2,6,3,3,3,6,3,3,6,3,19,1,3,0,2,1,,,1,,1,1,,,,1,1,1,1,,,,,,,1,,1,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,1,Hiking in the wilderness,Friends or significant other,explore,1,1,1,,,1,1,1,,1,,,1,1,1,1,,1,1,1,,,,,1,1,,,,1,,1,1,,,1,1,1,1,,1,40.7855072,-111.736702,-1
R_1LRweH3LfVWNSXa,Default Response Set,Anonymous,,,155.97.94.79,0,11/28/2017 18:09,11/28/2017 18:30,1,Utah_249,1,1,4,4,1,2,2,1,2,2,4,4,2,4,1,3,4,4,3,3,4,3,3,4,4,2,3,3,3,3,2,3,3,4,4,2,1,1,2,4,4,3,3,3,3,3,3,4,2,2,4,2,1,3,3,3,3,3,3,3,3,3,4,2,4,3,3,3,3,5,2,4,4,2,4,2,4,1,6,5,3,4,5,3,2,4,4,5,2,5,4,3,3,3,3,3,3,3,4,10,10,10,3,1,9,10,10,10,3,4,4,3,3,3,4,2,3,4,5,7,1,20,2,2,0,0,1,,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,California,friends,shopping,,,,,,,,,,,,,1,,,1,,,,,,,1,,1,,,,,,,,1,,,,1,,,,,40.7855072,-111.736702,-1
R_3MR1O53AWst0zzY,Default Response Set,Anonymous,,,155.97.94.70,0,11/28/2017 18:31,11/28/2017 18:51,1,Utah_250,1,1,3,2,1,3,2,1,1,1,3,4,1,5,1,4,5,4,4,5,2,5,2,5,4,5,4,3,5,1,1,2,2,2,2,5,1,1,4,3,4,3,1,1,1,5,4,1,1,3,1,1,1,1,2,1,1,4,1,1,5,5,4,5,5,3,1,7,1,1,1,7,2,7,3,7,7,2,2,3,7,7,4,5,5,6,2,7,2,3,3,5,5,3,4,3,3,5,4,2,2,2,3,6,8,2,3,1,4,3,1,6,1,3,6,4,3,5,3,4,3,24,2,4,0,0,1,,,1,,1,1,,,1,,1,1,,,,1,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,1,,,,,Home,FAMILY,HANG OUT,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,40.7855072,-111.736702,-1
R_2AKgYCZKpD3Ggn0,Default Response Set,Anonymous,,,155.97.94.70,0,11/29/2017 8:58,11/29/2017 9:19,1,Utah_251,1,1,3,4,1,4,2,1,1,2,1,5,2,1,1,5,3,5,2,3,2,2,1,2,3,4,4,4,2,3,1,3,4,2,4,4,1,2,1,2,4,2,1,1,4,4,5,2,5,2,3,2,4,3,2,4,3,3,3,3,5,4,4,2,3,5,2,6,3,3,2,5,3,3,5,6,6,4,6,4,5,5,3,4,1,7,5,7,5,6,2,1,3,1,3,2,2,3,1,1,3,2,8,3,7,7,6,6,4,4,1,2,5,3,3,2,3,5,3,3,1,20,1,3,0,0,1,,,1,,1,1,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,1,Homes and/or Retreats of friends or family,Friends and Family,"Share stories, play games, tell jokes, make a lot of food, eat said food, plan trips",1,1,1,1,1,1,,1,1,1,,1,1,,1,1,1,1,1,1,1,,,,1,1,,,1,1,1,,1,,,1,1,1,1,1,1,40.7855072,-111.736702,-1
R_z0Y79ky95dtaJ0d,Default Response Set,Anonymous,,,155.97.95.187,0,11/30/2017 8:03,11/30/2017 9:04,1,Utah_201,1,1,5,5,1,2,2,1,2,1,3,2,1,2,1,4,3,4,3,4,4,2,1,1,3,4,5,4,5,5,4,5,5,4,4,2,1,1,2,4,5,4,1,1,4,5,4,4,3,5,5,4,4,5,4,5,4,5,5,5,5,5,5,3,5,5,7,5,4,6,5,4,5,2,5,2,3,3,4,5,2,6,2,6,4,5,3,6,2,5,4,1,1,1,1,1,1,1,1,2,1,1,1,3,8,3,3,3,5,4,1,2,6,5,1,1,5,3,4,5,4,29,1,3,1,1,1,,,,,1,,,,1,,1,1,,,,1,1,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,,,1,,,1,the lake,family and friends,jet ski,1,,,,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,,,1,,,,,,,1,1,,1,,,1,1,1,1,,1,40.7855072,-111.736702,-1
R_3jSW6ahndUaTw9e,Default Response Set,Anonymous,,,155.97.94.70,0,11/30/2017 9:27,11/30/2017 9:51,1,Utah_253,1,1,1,1,1,4,1,1,1,2,3,3,2,1,1,5,4,4,3,5,3,4,1,3,1,3,3,3,4,5,4,5,4,5,2,2,1,4,4,2,5,1,5,3,4,5,1,1,1,5,2,5,1,4,2,4,4,5,5,4,3,1,5,2,2,3,4,4,5,7,7,3,7,1,7,1,4,1,1,6,2,1,2,6,6,6,5,7,5,4,6,4,2,3,4,2,2,3,1,1,1,1,1,1,9,1,1,1,6,5,1,3,6,2,2,2,2,3,3,2,1,21,2,3,0,2,1,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,forest,brother,"hike, meditate",1,1,1,,,,,1,1,1,,,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,40.7855072,-111.736702,-1
R_3JejCnq28kmSZce,Default Response Set,Anonymous,,,155.97.94.79,0,11/30/2017 9:41,11/30/2017 9:54,1,Utah_254,1,1,4,1,1,2,1,1,2,2,3,1,1,2,1,4,4,4,2,4,4,2,2,2,1,2,2,1,5,4,5,5,5,4,5,1,1,1,1,1,5,4,4,1,1,4,1,1,4,2,1,1,1,2,3,1,4,4,3,4,3,5,2,2,4,4,7,5,7,6,2,2,1,1,5,1,3,5,2,7,1,6,5,6,2,6,2,5,3,6,2,2,2,2,1,1,3,2,2,2,1,1,6,5,4,2,2,3,5,5,1,6,5,3,1,1,4,2,3,4,3,21,1,3,0,0,1,,1,,,1,1,,,1,,,1,,,,,,,,,,,,,,1,,1,,,1,,,,,,1,,,,,,1,1,,,1,,,1,Alaska,family,fish,1,1,,,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,,,,,1,1,,,,1,,,1,,,1,1,1,1,,1,40.7855072,-111.736702,-1
R_3impaB5Fxa4X7al,Default Response Set,Anonymous,,,155.97.94.70,0,11/30/2017 16:09,11/30/2017 17:35,1,Utah_256,1,1,1,3,1,3,1,1,1,2,3,4,1,4,1,3,4,4,2,2,4,2,2,2,1,3,2,2,2,2,2,2,3,2,2,3,1,2,1,4,4,2,3,4,3,2,4,3,3,2,3,3,2,2,1,4,1,4,4,4,4,4,4,2,4,2,3,3,3,3,3,5,3,4,4,5,3,5,6,6,4,2,5,6,3,6,7,5,2,5,3,2,4,1,4,1,2,4,3,1,1,1,6,2,7,3,2,3,4,4,3,3,3,2,2,3,2,4,3,4,1,18,1,2,0,0,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,Home,No one,Relax/Homework,1,,1,,1,,,1,,1,,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,,1,1,1,,1,,,1,1,1,,1,1,40.7855072,-111.736702,-1
R_2wNZHfv0rXOSlJ8,Default Response Set,Anonymous,,,155.97.94.79,0,12/1/2017 10:15,12/1/2017 10:33,1,Utah_258,1,1,3,4,1,2,1,1,2,3,3,3,1,3,1,5,4,5,2,5,3,2,3,4,2,4,4,5,3,3,4,3,4,4,3,2,1,1,2,2,5,2,2,2,2,4,4,1,2,3,2,3,3,3,1,4,2,3,3,2,4,5,3,2,4,3,5,4,4,4,4,4,6,4,5,6,4,2,4,3,4,6,2,5,3,7,3,6,3,4,4,1,3,2,2,1,3,3,2,1,1,1,6,6,4,4,2,2,4,4,1,3,4,5,2,4,4,4,2,5,1,19,2,4,0,3,1,,,,,,,,,1,1,1,,,,,,,,,1,1,,,,,,,,,,,1,1,,,,,,,1,,,,1,,1,,,,,The mountains ,Family ,Explore and ride horses ,,,,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,40.7855072,-111.736702,-1
R_2YVWGtqmYa2pNbV,Default Response Set,Anonymous,,,155.97.94.70,0,12/1/2017 10:39,12/1/2017 10:51,1,Utah_257,1,1,3,2,1,2,2,1,1,2,1,3,1,4,1,5,4,4,3,4,4,2,2,3,1,5,2,4,4,4,4,4,5,4,5,1,1,1,2,4,5,4,3,1,3,3,2,1,1,5,3,4,1,4,3,5,2,5,4,4,5,5,5,3,3,5,6,4,4,5,5,4,7,2,5,3,2,1,2,5,2,5,2,7,4,5,4,7,2,5,2,3,2,1,2,1,1,3,2,1,1,1,5,1,9,2,2,2,5,4,1,3,6,3,3,6,3,1,3,6,1,18,2,3,0,0,1,,,,,1,1,,,1,,1,1,,,,,,1,,1,,,,,,1,,1,,1,,1,,,,,1,1,,,,,,1,,1,1,,,1,At home,My friends/family,"Hang out, watch movies, do homework",1,,1,,1,1,,1,,,,1,1,,,1,1,1,1,1,,,,,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,40.7855072,-111.736702,-1
R_1f2RIdviAQ5RfqM,Default Response Set,Anonymous,,,155.97.94.70,0,12/1/2017 11:35,12/1/2017 11:52,1,Utah_259,1,1,1,1,1,1,1,1,1,1,3,4,1,4,1,4,5,4,5,4,4,3,3,4,1,1,2,2,4,3,3,1,2,4,3,3,1,1,1,2,5,1,2,5,1,5,1,1,3,1,2,1,1,2,1,2,1,1,3,3,4,5,5,1,1,2,5,7,3,2,1,3,1,3,2,3,3,2,5,3,4,1,1,7,2,5,1,6,1,6,5,3,2,2,2,2,2,4,3,4,2,2,9,9,1,7,2,9,3,4,2,3,5,2,5,2,4,2,3,7,2,20,1,3,0,0,1,,,1,,1,,,,1,,1,1,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,1,,,1,,,1,At Resteraunts,My Friends,Eat,,,,,,,,1,1,,,,1,1,,1,1,,,1,,1,,,,,,,,,,,1,,1,1,1,1,1,1,1,40.7855072,-111.736702,-1
